06-26 03:47:43.361 27688-27754/nl.tudelft.cs4160.trustchain_android I/Statistics-lg: runtime,messagesSent,messagesReceived,introductionRequestsSent,introductionRequestsReceived,introductionResponsesSent,introductionResponsesReceived,puncturesSent,puncturesReceived,punctureRequestsSent,punctureRequestsReceived,blockMessagesSent,blockMessagesReceived,bytesSentCount,bytesReceivedCount,activeConnections,newConnections
06-26 16:17:10.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 760000,4342,3943,1488,1427,1427,1316,0,1,1427,1199,0,0,2528037,2298313,11,0
06-26 16:17:10.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 760001,4219,3959,1491,1364,1364,1325,0,2,1364,1268,0,0,2424703,2319696,11,0
06-26 16:17:10.659 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 760003,4225,4007,1501,1362,1362,1334,0,3,1362,1308,0,0,2423398,2342029,11,0
06-26 16:17:20.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 770001,4231,3969,1514,1358,1358,1335,1,2,1358,1274,0,0,2414590,2337825,11,0
06-26 16:17:20.586 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 770007,4296,4106,1509,1393,1393,1334,1,1,1393,1378,0,0,2473771,2362275,11,0
06-26 16:17:20.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 770000,4287,4037,1514,1386,1386,1343,1,1,1386,1307,0,0,2460281,2361121,11,0
06-26 16:17:20.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 770000,4320,4029,1505,1407,1407,1331,1,0,1407,1291,0,0,2492836,2344235,11,0
06-26 16:17:20.607 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 770003,4318,4046,1503,1404,1404,1334,7,1,1404,1307,0,0,2488765,2350283,11,0
06-26 16:17:20.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 770000,4322,4103,1506,1408,1408,1342,0,1,1408,1352,0,0,2496044,2373938,11,0
06-26 16:17:20.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 770000,4390,4058,1510,1440,1440,1342,0,3,1440,1273,0,0,2552546,2354954,11,0
06-26 16:17:20.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 770000,4398,3991,1508,1445,1445,1330,0,1,1445,1215,0,0,2560099,2323901,11,0
06-26 16:17:20.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 770001,4269,3999,1511,1379,1379,1340,0,2,1379,1278,0,0,2451832,2344953,11,0
06-26 16:17:20.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 770001,4277,4043,1521,1378,1378,1346,0,3,1378,1316,0,0,2452116,2362678,11,0
06-26 16:17:30.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 780001,4275,4009,1534,1370,1370,1349,1,2,1370,1288,0,0,2436754,2362308,11,0
06-26 16:17:30.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 780001,4356,4151,1529,1413,1413,1347,1,1,1413,1390,0,0,2509163,2385714,11,0
06-26 16:17:30.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 780000,4323,4077,1524,1399,1399,1357,1,1,1399,1319,0,0,2482900,2385455,11,0
06-26 16:17:30.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 780000,4384,4079,1525,1429,1429,1342,1,0,1429,1308,0,0,2531530,2366313,11,0
06-26 16:17:30.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 780001,4386,4097,1523,1428,1428,1347,7,1,1428,1321,0,0,2530759,2374674,11,0
06-26 16:17:30.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 780000,4378,4147,1526,1426,1426,1355,0,1,1426,1365,0,0,2528096,2397328,11,0
06-26 16:17:30.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 780000,4452,4107,1530,1461,1461,1355,0,3,1461,1288,0,0,2589567,2379155,11,0
06-26 16:17:30.646 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 780000,4444,4022,1528,1458,1458,1343,0,1,1458,1220,0,0,2583856,2344826,11,0
06-26 16:17:30.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 780000,4317,4046,1531,1393,1393,1353,0,2,1393,1298,0,0,2477238,2369609,11,0
06-26 16:17:30.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 780001,4321,4085,1531,1395,1395,1361,0,3,1395,1326,0,0,2481355,2388149,11,0
06-26 16:17:40.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 790001,4317,4053,1544,1386,1386,1360,1,2,1386,1305,0,0,2464356,2383649,11,0
06-26 16:17:40.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 790001,4404,4189,1549,1427,1427,1361,1,1,1427,1400,0,0,2534605,2409419,11,0
06-26 16:17:40.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 790000,4367,4113,1544,1411,1411,1372,1,1,1411,1329,0,0,2504986,2410116,11,0
06-26 16:17:40.595 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 790000,4442,4124,1545,1448,1448,1355,1,0,1448,1321,0,0,2565243,2389918,11,0
06-26 16:17:40.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 790001,4442,4139,1543,1446,1446,1360,7,1,1446,1332,0,0,2562853,2397665,11,0
06-26 16:17:40.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 790000,4428,4187,1546,1441,1441,1368,0,1,1441,1377,0,0,2555171,2420148,11,0
06-26 16:17:40.636 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 790000,4516,4159,1550,1483,1483,1366,0,3,1483,1307,0,0,2628227,2401722,11,0
06-26 16:17:40.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 790000,4504,4072,1548,1478,1478,1357,0,1,1478,1236,0,0,2619214,2370729,11,0
06-26 16:17:40.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 790001,4363,4085,1551,1406,1406,1366,0,2,1406,1311,0,0,2501059,2392614,11,0
06-26 16:17:40.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 790001,4371,4122,1551,1410,1410,1376,0,3,1410,1333,0,0,2508438,2412721,11,0
06-26 16:17:50.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 800001,4359,4086,1564,1397,1397,1375,1,2,1397,1312,0,0,2484837,2407709,11,0
06-26 16:17:50.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 800001,4474,4248,1569,1452,1452,1373,1,1,1452,1422,0,0,2578240,2434351,11,0
06-26 16:17:50.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 800000,4411,4149,1564,1423,1423,1386,1,1,1423,1339,0,0,2527082,2433642,11,0
06-26 16:17:50.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 800000,4504,4175,1565,1469,1469,1367,1,0,1469,1339,0,0,2602282,2413567,11,0
06-26 16:17:50.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 800001,4505,4185,1563,1468,1468,1372,7,1,1467,1344,0,0,2601307,2419892,11,0
06-26 16:17:50.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 800000,4476,4226,1566,1455,1455,1381,0,1,1455,1389,0,0,2580617,2442723,11,0
06-26 16:17:50.636 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 800000,4566,4200,1570,1498,1498,1377,0,3,1498,1322,0,0,2655278,2422466,11,0
06-26 16:17:50.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 800000,4548,4111,1568,1490,1490,1371,0,1,1490,1248,0,0,2641346,2394710,11,0
06-26 16:17:50.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 800001,4413,4127,1571,1421,1421,1378,0,2,1421,1326,0,0,2528126,2414870,11,0
06-26 16:17:50.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 800001,4433,4165,1571,1431,1431,1389,0,3,1431,1342,0,0,2545493,2435471,11,0
06-26 16:18:00.601 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 810033,4393,4111,1584,1404,1404,1388,1,2,1404,1317,0,0,2498690,2427936,11,0
06-26 16:18:00.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 810001,4534,4293,1589,1472,1472,1386,1,1,1472,1434,0,0,2613644,2457714,11,0
06-26 16:18:00.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 810000,4453,4185,1584,1434,1434,1401,1,1,1434,1349,0,0,2547569,2458393,11,0
06-26 16:18:00.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 810000,4558,4222,1585,1486,1486,1380,1,0,1486,1356,0,0,2632691,2437847,11,0
06-26 16:18:00.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 810002,4552,4224,1583,1481,1481,1386,7,1,1481,1356,0,0,2625340,2443891,11,0
06-26 16:18:00.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 810000,4530,4267,1586,1472,1472,1395,0,1,1472,1399,0,0,2610998,2466805,11,0
06-26 16:18:00.661 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 810005,4487,4208,1591,1448,1448,1402,0,3,1448,1355,0,0,2575878,2458775,11,0
06-26 16:18:01.902 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 810000,4608,4237,1590,1509,1509,1391,0,3,1509,1334,0,0,2675719,2446380,11,0
06-26 16:18:02.045 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 810000,4598,4155,1588,1505,1505,1387,0,1,1505,1262,0,0,2668361,2422244,11,0
06-26 16:18:02.255 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 810000,4467,4177,1591,1438,1438,1393,0,2,1438,1344,0,0,2558553,2442181,11,0
06-26 16:18:10.569 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 820002,4435,4150,1604,1415,1415,1401,1,2,1415,1332,0,0,2519147,2451093,11,0
06-26 16:18:10.580 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 820002,4594,4334,1609,1492,1492,1399,1,1,1492,1442,0,0,2648980,2480165,11,0
06-26 16:18:10.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 820000,4497,4220,1604,1446,1446,1415,1,1,1446,1358,0,0,2569701,2481687,11,0
06-26 16:18:10.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 820000,4612,4269,1605,1503,1503,1391,1,0,1503,1375,0,0,2663080,2459846,11,0
06-26 16:18:10.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 820001,4610,4271,1603,1500,1500,1399,7,1,1500,1371,0,0,2659081,2467885,11,0
06-26 16:18:10.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 820000,4576,4302,1606,1485,1485,1409,0,1,1485,1407,0,0,2634801,2489946,11,0
06-26 16:18:10.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 820000,4652,4265,1610,1521,1521,1402,0,3,1521,1339,0,0,2697857,2464487,11,0
06-26 16:18:10.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 820000,4642,4193,1608,1517,1517,1400,0,1,1517,1275,0,0,2690509,2444954,11,0
06-26 16:18:10.661 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 820000,4517,4207,1611,1453,1453,1403,0,2,1453,1349,0,0,2585612,2459191,11,0
06-26 16:18:10.665 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 820001,4539,4251,1611,1464,1464,1415,0,3,1464,1369,0,0,2604622,2482241,11,0
06-26 16:18:20.569 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 830001,4481,4187,1624,1428,1428,1414,1,2,1428,1343,0,0,2542924,2473488,11,0
06-26 16:18:20.580 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 830002,4644,4374,1629,1507,1507,1411,1,1,1507,1455,0,0,2676083,2501962,11,0
06-26 16:18:20.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 830000,4549,4260,1624,1462,1462,1428,1,1,1462,1369,0,0,2598481,2504440,11,0
06-26 16:18:20.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 830000,4672,4316,1625,1523,1523,1405,1,0,1523,1388,0,0,2698440,2484886,11,0
06-26 16:18:20.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 830002,4664,4317,1623,1517,1517,1411,7,1,1517,1388,0,0,2689442,2490771,11,0
06-26 16:18:20.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 830000,4620,4336,1626,1497,1497,1422,0,1,1497,1416,0,0,2656931,2511789,11,0
06-26 16:18:20.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 830000,4710,4316,1630,1540,1540,1415,0,3,1540,1358,0,0,2731600,2489503,11,0
06-26 16:18:20.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 830000,4682,4224,1628,1527,1527,1413,0,1,1527,1283,0,0,2709305,2466363,11,0
06-26 16:18:20.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 830000,4561,4241,1631,1465,1465,1417,0,2,1465,1357,0,0,2607728,2482249,11,0
06-26 16:18:20.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 830001,4585,4295,1631,1477,1477,1429,0,3,1477,1386,0,0,2628327,2507572,11,0
06-26 16:18:30.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 840001,4531,4226,1644,1443,1443,1428,1,2,1443,1353,0,0,2570047,2497255,11,0
06-26 16:18:30.580 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 840002,4702,4419,1649,1526,1526,1423,1,1,1526,1469,0,0,2709850,2524246,11,0
06-26 16:18:30.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 840000,4593,4296,1644,1474,1474,1441,1,1,1474,1380,0,0,2620579,2526736,11,0
06-26 16:18:30.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 840000,4738,4366,1645,1546,1546,1417,1,0,1546,1403,0,0,2738795,2508020,11,0
06-26 16:18:30.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 840001,4724,4371,1643,1537,1537,1422,7,1,1537,1411,0,0,2724780,2514085,11,0
06-26 16:18:30.629 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 840006,4670,4378,1646,1512,1512,1434,0,1,1512,1431,0,0,2684012,2533994,11,0
06-26 16:18:30.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 840000,4774,4362,1650,1562,1562,1427,0,3,1562,1370,0,0,2770304,2511816,11,0
06-26 16:18:30.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 840000,4728,4261,1648,1540,1540,1426,0,1,1540,1294,0,0,2732876,2488786,11,0
06-26 16:18:30.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 840000,4617,4289,1651,1483,1483,1429,0,2,1483,1375,0,0,2639778,2505558,11,0
06-26 16:18:30.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 840001,4637,4337,1651,1493,1493,1441,0,3,1493,1400,0,0,2657073,2529672,11,0
06-26 16:18:40.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 850000,4567,4259,1664,1451,1451,1441,1,2,1451,1365,0,0,2585535,2519388,11,0
06-26 16:18:40.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 850001,4748,4453,1669,1539,1539,1435,1,1,1539,1478,0,0,2733603,2544811,11,0
06-26 16:18:40.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 850000,4645,4329,1664,1490,1490,1454,1,1,1490,1384,0,0,2649317,2547846,11,0
06-26 16:18:40.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 850000,4792,4409,1665,1563,1563,1430,1,0,1563,1416,0,0,2769226,2531408,11,0
06-26 16:18:40.607 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 850003,4776,4414,1663,1553,1553,1433,7,1,1553,1427,0,0,2753516,2535260,11,0
06-26 16:18:40.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 850000,4712,4411,1666,1523,1523,1447,0,1,1523,1440,0,0,2704467,2555730,11,0
06-26 16:18:40.640 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 850005,4824,4400,1670,1577,1577,1440,0,3,1577,1380,0,0,2797421,2534257,11,0
06-26 16:18:40.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 850000,4772,4296,1668,1552,1552,1437,0,1,1552,1306,0,0,2755024,2508551,11,0
06-26 16:18:40.662 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 850012,4651,4324,1661,1495,1495,1440,0,2,1495,1387,0,0,2660758,2525261,11,0
06-26 16:18:40.662 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 850006,4693,4377,1671,1511,1511,1454,0,3,1511,1409,0,0,2689157,2552178,11,0
06-26 16:18:50.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 860001,4625,4300,1684,1470,1470,1453,1,2,1470,1375,0,0,2619232,2540807,11,0
06-26 16:18:50.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 860001,4800,4491,1689,1555,1555,1446,1,1,1555,1489,0,0,2762347,2564765,11,0
06-26 16:18:50.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 860000,4695,4372,1684,1505,1505,1468,1,1,1505,1398,0,0,2676432,2572624,11,0
06-26 16:18:50.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 860000,4858,4457,1685,1586,1586,1442,1,0,1586,1429,0,0,2809587,2554073,11,0
06-26 16:18:50.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 860001,4840,4467,1683,1575,1575,1446,7,1,1575,1445,0,0,2792200,2560347,11,0
06-26 16:18:50.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 860000,4782,4468,1686,1548,1548,1460,0,1,1548,1459,0,0,2748092,2581361,11,0
06-26 16:18:50.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 860000,4870,4438,1690,1590,1590,1454,0,3,1590,1391,0,0,2821212,2558044,11,0
06-26 16:18:50.646 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 860001,4810,4334,1688,1561,1561,1452,0,1,1561,1320,0,0,2772169,2534077,11,0
06-26 16:18:50.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 860000,4693,4357,1681,1506,1506,1451,0,2,1506,1398,0,0,2681227,2544677,11,0
06-26 16:18:50.659 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 860003,4739,4416,1691,1524,1524,1467,0,3,1524,1422,0,0,2712948,2575056,11,0
06-26 16:19:00.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 870001,4669,4331,1704,1482,1482,1466,1,2,1482,1381,0,0,2641364,2561973,11,0
06-26 16:19:00.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 870001,4844,4531,1709,1567,1567,1458,1,1,1567,1505,0,0,2784463,2586930,11,0
06-26 16:19:00.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 870000,4757,4424,1704,1526,1526,1480,1,1,1526,1417,0,0,2713415,2596435,11,0
06-26 16:19:00.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 870000,4910,4500,1705,1602,1602,1454,1,0,1602,1444,0,0,2838361,2576368,11,0
06-26 16:19:00.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 870001,4888,4509,1703,1589,1589,1457,7,1,1589,1462,0,0,2817596,2581412,11,0
06-26 16:19:00.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 870000,4830,4509,1706,1562,1562,1474,0,1,1562,1472,0,0,2773516,2605705,11,0
06-26 16:19:00.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 870000,4932,4483,1710,1611,1611,1468,0,3,1611,1401,0,0,2858185,2582558,11,0
06-26 16:19:00.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 870000,4856,4371,1708,1574,1574,1464,0,1,1574,1332,0,0,2795990,2555368,11,0
06-26 16:19:00.656 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 870006,4751,4395,1701,1525,1525,1464,0,2,1525,1404,0,0,2714728,2566575,11,0
06-26 16:19:00.658 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 870002,4789,4453,1711,1539,1539,1480,0,3,1539,1431,0,0,2740023,2597221,11,0
06-26 16:19:10.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 880001,4719,4373,1724,1497,1497,1479,1,2,1497,1395,0,0,2668475,2585307,11,0
06-26 16:19:10.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 880001,4892,4568,1729,1581,1581,1472,1,1,1581,1514,0,0,2809823,2610399,11,0
06-26 16:19:10.600 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 880005,4968,4543,1725,1621,1621,1466,1,0,1621,1456,0,0,2872052,2598248,11,0
06-26 16:19:10.604 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 880002,4813,4466,1724,1544,1544,1491,1,1,1544,1430,0,0,2745497,2617064,11,0
06-26 16:19:10.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 880002,4946,4546,1723,1608,1608,1471,7,1,1608,1466,0,0,2851311,2604319,11,0
06-26 16:19:10.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 880000,4862,4535,1726,1568,1568,1486,0,1,1568,1480,0,0,2785714,2625244,11,0
06-26 16:19:10.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 880000,4980,4520,1730,1626,1626,1480,0,3,1625,1411,0,0,2883597,2603592,11,0
06-26 16:19:10.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 880000,4896,4404,1728,1584,1584,1477,0,1,1584,1342,0,0,2814810,2577253,11,0
06-26 16:19:10.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 880001,4801,4439,1721,1540,1540,1477,0,2,1540,1420,0,0,2741821,2590306,11,0
06-26 16:19:10.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 880001,4839,4491,1731,1554,1554,1493,0,3,1554,1441,0,0,2767084,2619584,11,0
06-26 16:19:20.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 890001,4761,4406,1744,1508,1508,1491,1,2,1508,1405,0,0,2688902,2605905,11,0
06-26 16:19:20.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 890001,4932,4600,1749,1591,1591,1484,1,1,1591,1524,0,0,2828633,2630755,11,0
06-26 16:19:20.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 890000,4849,4495,1744,1552,1552,1505,1,1,1552,1437,0,0,2761011,2639421,11,0
06-26 16:19:20.594 11275-12009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 890000,5018,4577,1745,1636,1636,1478,1,0,1636,1463,0,0,2899133,2618556,11,0
06-26 16:19:20.607 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 890001,5000,4595,1743,1625,1625,1482,7,1,1625,1487,0,0,2881720,2626824,11,0
06-26 16:19:20.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 890000,4912,4570,1746,1583,1583,1498,0,1,1583,1488,0,0,2812797,2645797,11,0
06-26 16:19:20.638 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 890002,5042,4573,1750,1646,1646,1493,0,3,1646,1431,0,0,2920604,2628955,11,0
06-26 16:19:20.647 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 890002,4932,4446,1748,1592,1592,1489,0,1,1592,1364,0,0,2830314,2600236,11,0
06-26 16:19:20.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 890001,4857,4489,1741,1558,1558,1490,0,2,1558,1439,0,0,2773861,2615033,11,0
06-26 16:19:20.659 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 890003,4895,4534,1751,1572,1572,1506,0,3,1572,1453,0,0,2799166,2642823,11,0
06-26 16:19:30.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 900001,4803,4440,1764,1519,1519,1505,1,2,1519,1414,0,0,2709351,2629078,11,0
06-26 16:19:30.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 900001,4986,4639,1769,1608,1608,1497,1,1,1608,1533,0,0,2859006,2653093,11,0
06-26 16:19:30.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 900001,4899,4532,1764,1567,1567,1518,1,1,1567,1446,0,0,2788090,2661612,11,0
