06-26 03:47:43.361 27688-27754/nl.tudelft.cs4160.trustchain_android I/Statistics-lg: runtime,messagesSent,messagesReceived,introductionRequestsSent,introductionRequestsReceived,introductionResponsesSent,introductionResponsesReceived,puncturesSent,puncturesReceived,punctureRequestsSent,punctureRequestsReceived,blockMessagesSent,blockMessagesReceived,bytesSentCount,bytesReceivedCount,activeConnections,newConnections
06-26 16:14:10.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 580001,3307,3195,1141,1083,1083,1071,0,2,1083,1039,0,0,1919948,1875151,11,0
06-26 16:14:10.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 580001,3305,3235,1141,1082,1082,1075,0,3,1082,1075,0,0,1919262,1889640,11,0
06-26 16:14:20.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 590001,3379,3250,1154,1112,1112,1087,1,2,1112,1049,0,0,1967196,1906890,11,0
06-26 16:14:20.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 590001,3384,3328,1159,1112,1112,1089,1,1,1112,1126,0,0,1968918,1924679,11,0
06-26 16:14:20.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 590000,3375,3283,1154,1110,1110,1083,1,1,1110,1089,0,0,1962715,1911199,11,0
06-26 16:14:20.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 590000,3384,3239,1155,1114,1114,1080,1,0,1114,1045,0,0,1968441,1898278,11,0
06-26 16:14:20.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 590001,3404,3267,1153,1122,1122,1084,7,1,1122,1060,0,0,1982485,1906976,11,0
06-26 16:14:20.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 590000,3372,3309,1156,1108,1108,1090,0,1,1108,1110,0,0,1959936,1926853,11,0
06-26 16:14:20.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 590000,3394,3253,1160,1117,1117,1090,0,3,1117,1043,0,0,1978057,1908337,11,0
06-26 16:14:20.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 590000,3408,3151,1158,1125,1125,1086,0,1,1125,939,0,0,1990819,1878026,11,0
06-26 16:14:20.653 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 590003,3371,3249,1161,1105,1105,1088,0,2,1105,1054,0,0,1958634,1905188,11,0
06-26 16:14:20.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 590001,3347,3283,1161,1093,1093,1091,0,3,1093,1096,0,0,1939717,1918488,11,0
06-26 16:14:30.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 600001,3427,3300,1174,1126,1126,1102,1,2,1126,1070,0,0,1992648,1934679,11,0
06-26 16:14:30.580 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 600002,3442,3378,1179,1131,1131,1105,1,1,1131,1141,0,0,2002635,1953007,11,0
06-26 16:14:30.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 600000,3427,3325,1174,1126,1126,1097,1,1,1126,1101,0,0,1991501,1935658,11,0
06-26 16:14:30.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 600000,3420,3273,1175,1122,1122,1095,1,0,1122,1056,0,0,1983915,1922986,11,0
06-26 16:14:30.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 600001,3464,3313,1173,1142,1142,1099,7,1,1142,1071,0,0,2017893,1933022,11,0
06-26 16:14:30.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 600000,3428,3358,1176,1126,1126,1106,0,1,1126,1125,0,0,1991974,1955060,11,0
06-26 16:14:30.638 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 600002,3452,3298,1180,1136,1136,1106,0,3,1136,1053,0,0,2011772,1935482,11,0
06-26 16:14:30.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 600000,3464,3198,1178,1143,1143,1101,0,1,1143,953,0,0,2022895,1904552,11,0
06-26 16:14:30.652 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 600002,3425,3300,1181,1122,1122,1102,0,2,1122,1073,0,0,1989069,1931569,11,0
06-26 16:14:30.662 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 600003,3405,3332,1181,1112,1112,1105,0,3,1112,1112,0,0,1973456,1944208,11,0
06-26 16:14:40.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 610001,3471,3335,1194,1138,1138,1114,1,2,1138,1081,0,0,2014780,1955568,11,0
06-26 16:14:40.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 610001,3482,3417,1199,1141,1141,1119,1,1,1141,1156,0,0,2021383,1977526,11,0
06-26 16:14:40.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 610000,3477,3368,1194,1141,1141,1113,1,1,1141,1113,0,0,2018580,1962796,11,0
06-26 16:14:40.595 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 610000,3478,3317,1195,1141,1141,1109,1,0,1141,1067,0,0,2017652,1947418,11,0
06-26 16:14:40.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 610001,3510,3351,1193,1155,1155,1114,7,1,1155,1081,0,0,2041652,1958056,11,0
06-26 16:14:40.624 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 610000,3484,3404,1196,1144,1144,1120,0,1,1144,1139,0,0,2024026,1980118,11,0
06-26 16:14:40.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 610000,3496,3335,1200,1148,1148,1119,0,3,1148,1065,0,0,2033918,1958104,11,0
06-26 16:14:40.652 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 610000,3514,3244,1198,1158,1158,1115,0,1,1158,970,0,0,2050002,1929968,11,0
06-26 16:14:40.654 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 610001,3476,3349,1201,1138,1138,1118,0,2,1138,1091,0,0,2017539,1960109,11,0
06-26 16:14:40.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 610001,3451,3378,1201,1125,1125,1120,0,3,1125,1130,0,0,1997243,1971127,11,0
06-26 16:14:50.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 620001,3529,3385,1214,1157,1157,1128,1,2,1157,1098,0,0,2048487,1981299,11,0
06-26 16:14:50.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 620001,3550,3468,1219,1165,1165,1134,1,1,1165,1168,0,0,2063397,2004304,11,0
06-26 16:14:50.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 620000,3535,3418,1214,1160,1160,1129,1,1,1160,1128,0,0,2052279,1991144,11,0
06-26 16:14:50.595 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 620000,3528,3363,1215,1156,1156,1122,1,0,1156,1085,0,0,2044705,1971795,11,0
06-26 16:14:50.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 620001,3562,3393,1213,1171,1171,1127,7,1,1171,1094,0,0,2070412,1981327,11,0
06-26 16:14:50.624 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 620001,3540,3447,1216,1162,1162,1134,0,1,1162,1150,0,0,2056066,2004516,11,0
06-26 16:14:50.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 620000,3554,3377,1220,1167,1167,1134,0,3,1167,1073,0,0,2067623,1983403,11,0
06-26 16:14:50.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 620000,3562,3287,1218,1172,1172,1130,0,1,1172,984,0,0,2075410,1956081,11,0
06-26 16:14:50.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 620001,3541,3399,1221,1160,1160,1133,0,2,1160,1104,0,0,2056519,1986851,11,0
06-26 16:14:50.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 620001,3509,3427,1221,1145,1145,1135,0,3,1144,1144,0,0,2030958,1997854,11,0
06-26 16:15:00.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 630001,3591,3437,1234,1178,1178,1140,1,2,1178,1117,0,0,2085518,2005188,11,0
06-26 16:15:00.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 630001,3598,3511,1239,1179,1179,1148,1,1,1179,1183,0,0,2088825,2029173,11,0
06-26 16:15:00.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 630000,3593,3463,1234,1179,1179,1144,1,1,1179,1139,0,0,2086014,2017097,11,0
06-26 16:15:00.595 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 630000,3590,3414,1235,1177,1177,1136,1,0,1177,1101,0,0,2081768,1997751,11,0
06-26 16:15:00.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 630001,3618,3445,1233,1189,1189,1143,7,1,1189,1112,0,0,2102466,2010197,11,0
06-26 16:15:00.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 630000,3602,3501,1236,1183,1183,1149,0,1,1183,1168,0,0,2093095,2032293,11,0
06-26 16:15:00.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 630000,3612,3430,1240,1186,1186,1150,0,3,1186,1091,0,0,2101382,2012378,11,0
06-26 16:15:00.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 630000,3622,3335,1238,1192,1192,1146,0,1,1192,996,0,0,2110782,1983775,11,0
06-26 16:15:00.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 630001,3589,3434,1241,1174,1174,1147,0,2,1174,1111,0,0,2081943,2009895,11,0
06-26 16:15:00.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 630001,3565,3470,1241,1162,1162,1150,0,3,1162,1155,0,0,2063026,2023585,11,0
06-26 16:15:10.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 640001,3629,3473,1254,1187,1187,1155,1,2,1187,1129,0,0,2102665,2030181,11,0
06-26 16:15:10.630 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 640051,3658,3556,1259,1199,1199,1162,1,1,1199,1194,0,0,2124163,2053807,11,0
06-26 16:15:10.630 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 640044,3649,3509,1254,1197,1197,1158,1,1,1197,1153,0,0,2118076,2042259,11,0
06-26 16:15:10.631 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 640037,3640,3465,1255,1192,1192,1152,1,0,1192,1121,0,0,2108825,2026820,11,0
06-26 16:15:10.631 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 640027,3676,3492,1253,1208,1208,1157,7,1,1208,1126,0,0,2136207,2035420,11,0
06-26 16:15:10.624 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 640000,3642,3542,1256,1193,1193,1164,0,1,1193,1184,0,0,2111887,2058453,11,0
06-26 16:15:10.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 640000,3672,3480,1260,1206,1206,1165,0,3,1206,1106,0,0,2136754,2039379,11,0
06-26 16:15:10.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 640000,3678,3390,1258,1210,1210,1160,0,1,1210,1019,0,0,2142836,2010982,11,0
06-26 16:15:10.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 640001,3631,3469,1261,1186,1185,1161,0,2,1185,1120,0,0,2102430,2033182,11,0
06-26 16:15:10.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 640001,3623,3519,1261,1181,1181,1164,0,3,1181,1171,0,0,2096719,2049317,11,0
06-26 16:15:20.569 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 650002,3679,3520,1274,1202,1202,1170,1,2,1202,1146,0,0,2129744,2057102,11,0
06-26 16:15:20.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 650001,3704,3599,1279,1212,1212,1178,1,1,1212,1208,0,0,2147954,2081250,11,0
06-26 16:15:20.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 650000,3693,3551,1274,1209,1209,1176,1,1,1209,1165,0,0,2140206,2071870,11,0
06-26 16:15:20.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 650000,3686,3506,1275,1205,1205,1167,1,0,1205,1134,0,0,2132578,2052554,11,0
06-26 16:15:20.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 650002,3722,3532,1273,1221,1221,1172,7,1,1221,1138,0,0,2159986,2060894,11,0
06-26 16:15:20.624 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 650000,3694,3592,1276,1209,1209,1178,0,1,1209,1204,0,0,2140663,2084836,11,0
06-26 16:15:20.637 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 650001,3714,3520,1280,1217,1217,1182,0,3,1217,1118,0,0,2157249,2067490,11,0
06-26 16:15:20.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 650000,3732,3435,1278,1227,1227,1174,0,1,1227,1033,0,0,2173223,2036013,11,0
06-26 16:15:20.652 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 650002,3679,3524,1271,1204,1204,1176,0,2,1204,1142,0,0,2135033,2061638,11,0
06-26 16:15:20.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 650001,3669,3563,1281,1194,1194,1179,0,3,1194,1187,0,0,2120480,2075679,11,0
06-26 16:15:31.485 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 660002,3727,3561,1294,1216,1216,1184,1,2,1216,1159,0,0,2155164,2081540,11,0
06-26 16:15:30.582 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 660004,3758,3642,1299,1229,1229,1192,1,1,1229,1220,0,0,2178397,2105796,11,0
06-26 16:15:30.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 660001,3739,3590,1294,1222,1222,1189,1,1,1222,1178,0,0,2164003,2094824,11,0
06-26 16:15:30.595 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 660001,3740,3550,1295,1222,1222,1181,1,0,1222,1147,0,0,2162937,2077309,11,0
06-26 16:15:30.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 660002,3782,3583,1293,1241,1241,1185,7,1,1241,1156,0,0,2195332,2085817,11,0
06-26 16:15:30.624 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 660000,3736,3628,1296,1220,1220,1194,0,1,1220,1213,0,0,2161068,2110845,11,0
06-26 16:15:30.636 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 660000,3768,3562,1300,1234,1234,1196,0,3,1234,1129,0,0,2187674,2091683,11,0
06-26 16:15:30.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 660000,3790,3483,1298,1246,1246,1188,0,1,1246,1048,0,0,2206934,2061483,11,0
06-26 16:15:30.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 660001,3731,3565,1291,1220,1220,1191,0,2,1220,1152,0,0,2163777,2087071,11,0
06-26 16:15:30.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 660001,3723,3604,1301,1211,1211,1192,0,3,1211,1198,0,0,2150891,2098550,11,0
06-26 16:15:40.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 670001,3767,3591,1314,1226,1226,1196,1,2,1226,1167,0,0,2173984,2101430,11,0
06-26 16:15:40.580 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 670002,3806,3686,1319,1243,1243,1204,1,1,1243,1238,0,0,2203879,2128570,11,0
06-26 16:15:40.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 670000,3785,3631,1314,1235,1235,1202,1,1,1235,1193,0,0,2187794,2118170,11,0
06-26 16:15:40.597 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 670003,3790,3591,1315,1237,1237,1194,1,0,1237,1160,0,0,2190024,2100411,11,0
06-26 16:15:40.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 670001,3830,3625,1313,1255,1255,1198,7,1,1255,1171,0,0,2220772,2109418,11,0
06-26 16:15:40.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 670000,3796,3680,1316,1240,1240,1207,0,1,1240,1232,0,0,2196440,2135989,11,0
06-26 16:15:40.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 670000,3828,3604,1320,1254,1254,1209,0,3,1254,1138,0,0,2223098,2114388,11,0
06-26 16:15:40.646 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 670001,3838,3522,1318,1260,1260,1204,0,1,1260,1057,0,0,2232358,2087684,11,0
06-26 16:15:40.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 670001,3779,3603,1311,1234,1234,1203,0,2,1234,1164,0,0,2189201,2108463,11,0
06-26 16:15:40.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 670001,3779,3644,1321,1229,1229,1206,0,3,1229,1206,0,0,2182953,2122236,11,0
06-26 16:15:50.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 680001,3825,3635,1334,1245,1245,1212,1,2,1245,1176,0,0,2207721,2128315,11,0
06-26 16:15:50.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 680001,3860,3727,1339,1260,1260,1217,1,1,1260,1249,0,0,2234262,2151461,11,0
06-26 16:15:50.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 680001,3835,3674,1334,1250,1250,1216,1,1,1250,1207,0,0,2214889,2142928,11,0
06-26 16:15:50.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 680000,3846,3634,1335,1255,1255,1207,1,0,1255,1172,0,0,2222014,2123666,11,0
06-26 16:15:50.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 680002,3880,3662,1333,1270,1270,1210,7,1,1270,1181,0,0,2247835,2130271,11,0
06-26 16:15:50.624 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 680001,3852,3727,1336,1258,1258,1221,0,1,1258,1247,0,0,2228552,2161336,11,0
06-26 16:15:50.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 680000,3882,3649,1340,1271,1271,1221,0,3,1271,1154,0,0,2253521,2137097,11,0
06-26 16:15:50.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 680000,3896,3566,1338,1279,1279,1216,0,1,1279,1070,0,0,2266061,2109918,11,0
06-26 16:15:50.652 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 680002,3821,3640,1331,1245,1245,1217,0,2,1245,1176,0,0,2209634,2132296,11,0
06-26 16:15:50.660 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 680004,3837,3686,1341,1248,1248,1218,0,3,1248,1217,0,0,2216642,2143814,11,0
06-26 16:16:00.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 690001,3871,3673,1354,1258,1258,1228,1,2,1258,1185,0,0,2231508,2154371,11,0
06-26 16:16:00.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 690001,3902,3773,1349,1276,1276,1229,1,1,1276,1267,0,0,2261910,2174462,11,0
06-26 16:16:00.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 690000,3885,3712,1354,1265,1265,1228,1,1,1265,1218,0,0,2241978,2164160,11,0
06-26 16:16:00.596 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 690002,3884,3668,1355,1264,1264,1221,1,0,1264,1183,0,0,2239165,2147123,11,0
06-26 16:16:00.608 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 690004,3924,3699,1353,1282,1282,1224,7,1,1282,1192,0,0,2269953,2154034,11,0
06-26 16:16:00.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 690000,3906,3765,1356,1275,1275,1233,0,1,1275,1256,0,0,2258963,2182357,11,0
06-26 16:16:00.636 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 690000,3934,3688,1360,1287,1287,1235,0,3,1287,1163,0,0,2282283,2160758,11,0
06-26 16:16:00.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 690000,3952,3612,1358,1297,1297,1227,0,1,1297,1087,0,0,2298125,2131476,11,0
06-26 16:16:00.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 690001,3875,3687,1351,1262,1262,1229,0,2,1262,1194,0,0,2240055,2155412,11,0
06-26 16:16:00.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 690001,3883,3724,1361,1261,1261,1231,0,3,1261,1229,0,0,2240405,2166513,11,0
06-26 16:16:10.569 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 700002,3921,3714,1374,1273,1273,1240,1,2,1273,1199,0,0,2258609,2176375,11,0
06-26 16:16:10.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 700001,3958,3816,1369,1294,1294,1243,1,1,1294,1278,0,0,2294004,2198909,11,0
06-26 16:16:10.602 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 700009,3943,3758,1374,1284,1284,1242,1,1,1284,1231,0,0,2275691,2189113,11,0
06-26 16:16:10.602 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 700008,3920,3705,1365,1277,1277,1233,1,0,1277,1195,0,0,2261814,2168409,11,0
06-26 16:16:10.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 700001,3974,3737,1373,1297,1297,1239,7,1,1297,1200,0,0,2297036,2178839,11,0
