06-27 13:26:12.243 30478-30853/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0-header: runtime,messagesSent,messagesReceived,introductionRequestsSent,introductionRequestsReceived,introductionResponsesSent,introductionResponsesReceived,puncturesSent,puncturesReceived,punctureRequestsSent,punctureRequestsReceived,blockMessagesSent,blockMessagesReceived,bytesSentCount,bytesReceivedCount,activeConnections,newConnections
06-27 13:31:42.500 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 330000,1772,1148,578,496,496,254,202,63,496,335,0,0,869462,497493,6,1
06-27 13:31:42.508 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 330000,938,721,472,201,201,267,64,155,201,98,0,0,307668,441060,4,0
06-27 13:31:42.513 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 330001,605,531,373,90,90,231,52,141,90,69,0,0,148661,394120,5,0
06-27 13:31:42.521 30478-31008/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 330001,952,727,438,208,208,247,98,136,208,136,0,0,318345,441120,4,0
06-27 13:31:42.527 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 330001,1255,950,533,288,288,300,146,124,288,238,0,0,488998,538093,3,0
06-27 13:31:42.532 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 330000,1093,854,529,209,209,290,146,142,209,213,0,0,358225,514216,4,0
06-27 13:31:42.541 30478-31384/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 330001,1088,802,438,267,267,233,116,122,267,180,0,0,397903,432199,4,0
06-27 13:31:42.550 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 330001,630,556,432,75,75,256,48,158,75,67,0,0,142549,410766,2,0
06-27 13:31:42.557 30478-31013/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 330001,868,704,449,163,163,260,93,158,163,123,0,0,257387,454049,5,0
06-27 13:31:42.564 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 330000,701,553,342,136,136,201,87,110,136,106,0,0,184239,384953,3,0
06-27 13:31:52.243 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 340001,1321,909,522,306,306,253,187,75,306,275,0,0,507870,481956,4,0
06-27 13:31:52.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 340002,1447,950,510,398,398,233,141,71,398,248,0,0,594597,460191,4,0
06-27 13:31:52.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 340001,820,621,417,162,162,225,79,135,162,99,0,0,248206,398329,3,0
06-27 13:31:52.394 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 340001,1044,713,370,286,286,194,102,94,286,139,0,0,361561,380381,5,0
06-27 13:31:52.409 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 340001,985,768,465,203,203,269,114,150,203,146,0,0,321576,465102,4,0
06-27 13:31:52.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 340000,997,783,527,188,188,295,94,163,188,137,0,0,309929,503308,4,0
06-27 13:31:52.428 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 340001,1539,992,381,447,447,150,264,38,447,357,0,0,557192,402569,4,0
06-27 13:31:52.439 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 340000,1014,758,554,186,186,282,88,145,186,145,0,0,333356,461879,3,0
06-27 13:31:52.448 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 340000,1827,1197,473,547,547,231,260,24,547,395,0,0,781781,511021,2,0
06-27 13:31:52.456 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 340001,1750,1142,540,487,487,232,236,55,487,368,0,0,729498,497761,3,0
06-27 13:31:52.473 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 340010,1279,867,569,295,295,258,120,126,295,188,0,0,510085,459665,5,0
06-27 13:31:52.473 30478-31457/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 340002,1700,1133,633,454,454,281,159,91,454,307,0,0,839482,515089,7,1
06-27 13:31:52.480 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 340000,832,650,285,199,199,178,149,101,199,172,0,0,233945,386052,4,0
06-27 13:31:52.487 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 340001,999,771,434,207,207,242,151,130,207,192,0,0,305834,471942,5,0
06-27 13:31:52.495 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 340001,1784,1205,503,523,523,250,235,88,523,344,0,0,721122,514736,4,0
06-27 13:31:52.500 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 340000,1795,1161,588,500,500,256,207,63,500,342,0,0,874728,504727,5,0
06-27 13:31:52.507 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 340000,956,730,479,206,206,270,65,155,206,99,0,0,312611,446663,3,0
06-27 13:31:52.513 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 340001,617,535,383,91,91,234,52,141,91,69,0,0,150610,397535,5,0
06-27 13:31:52.521 30478-31008/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 340000,968,733,446,212,212,249,98,136,212,136,0,0,322694,445723,4,0
06-27 13:31:52.527 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 340001,1262,954,539,288,288,303,147,124,288,239,0,0,489816,541746,3,0
06-27 13:31:52.532 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 340000,1105,862,536,211,211,293,147,144,211,214,0,0,360712,519884,3,0
06-27 13:31:52.541 30478-31384/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 340001,1108,816,446,272,272,237,118,124,272,183,0,0,403666,439391,4,0
06-27 13:31:52.550 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 340001,637,563,436,76,76,259,49,160,76,68,0,0,143795,416377,2,0
06-27 13:31:52.557 30478-31013/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 340001,904,723,459,175,175,265,95,158,175,125,0,0,270384,462838,5,0
06-27 13:31:52.564 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 340000,714,561,348,139,139,203,88,112,139,107,0,0,187489,389827,3,0
06-27 13:32:02.243 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 350001,1327,913,526,307,307,256,187,75,307,275,0,0,509205,487295,4,0
06-27 13:32:02.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 350002,1457,954,518,399,399,235,141,72,399,248,0,0,596402,465682,4,1
06-27 13:32:02.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 350001,834,627,423,166,166,226,79,136,166,99,0,0,252070,400423,3,0
06-27 13:32:02.394 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 350001,1056,718,379,287,287,197,103,94,287,140,0,0,363628,385630,4,0
06-27 13:32:02.409 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 350001,997,776,473,205,205,272,114,153,205,146,0,0,324302,470732,4,1
06-27 13:32:02.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 350000,1011,796,535,190,190,301,96,166,190,139,0,0,312765,511856,4,0
06-27 13:32:02.428 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 350001,1555,999,389,450,450,152,266,38,450,359,0,0,560812,408628,4,0
06-27 13:32:02.438 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 350000,1022,762,560,187,187,285,88,145,187,145,0,0,334842,464680,3,0
06-27 13:32:02.447 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 350000,1836,1202,479,548,548,233,261,25,548,396,0,0,783276,514687,2,0
06-27 13:32:02.456 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 350001,1786,1165,546,501,501,235,238,57,501,372,0,0,741370,505207,3,0
06-27 13:32:02.464 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 350001,1296,877,579,298,298,261,121,128,298,190,0,0,514346,465694,5,0
06-27 13:32:02.471 30478-31457/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 350000,1718,1145,641,458,458,286,161,91,458,310,0,0,845112,524871,6,1
06-27 13:32:02.480 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 350000,850,657,293,204,204,180,149,101,204,172,0,0,239402,390659,4,0
06-27 13:32:02.487 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 350001,1016,779,444,210,210,244,152,131,210,194,0,0,310114,478090,5,0
06-27 13:32:02.495 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 350001,1795,1209,513,523,523,252,236,89,523,345,0,0,722396,520358,2,1
06-27 13:32:02.501 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 350000,1830,1181,600,508,508,260,214,63,508,350,0,0,884285,511608,6,0
06-27 13:32:02.508 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 350000,967,736,485,208,208,273,66,155,208,100,0,0,315038,449524,3,0
06-27 13:32:02.513 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 350001,628,541,393,91,91,237,53,142,91,71,0,0,151884,403498,5,0
06-27 13:32:02.521 30478-31008/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 350001,1003,751,454,225,225,252,99,137,225,137,0,0,334879,453719,4,0
06-27 13:32:02.527 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 350001,1267,956,544,288,288,305,147,124,288,239,0,0,490386,545893,2,0
06-27 13:32:02.532 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 350000,1125,874,542,217,217,296,149,145,217,216,0,0,365966,527202,3,0
06-27 13:32:02.541 30478-31384/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 350001,1120,822,454,273,273,240,120,124,273,185,0,0,405643,444988,4,0
06-27 13:32:02.550 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 350001,645,571,440,77,77,262,51,161,77,71,0,0,145185,423436,2,0
06-27 13:32:02.557 30478-31297/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 350001,928,734,469,181,181,268,97,158,181,127,0,0,277727,469677,5,0
06-27 13:32:02.564 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 350000,726,566,354,142,142,205,88,112,142,107,0,0,190578,394317,3,0
06-27 13:32:12.243 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 360001,1340,919,534,309,309,258,188,75,309,277,0,0,511817,492040,3,0
06-27 13:32:12.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 360003,1477,962,528,403,403,237,143,72,403,250,0,0,600461,469882,3,0
06-27 13:32:12.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 360001,854,638,431,172,172,230,79,137,172,99,0,0,257778,407222,3,0
06-27 13:32:12.394 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 360001,1075,727,387,292,292,199,104,95,292,141,0,0,368542,390480,4,0
06-27 13:32:12.409 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 360001,1010,782,483,206,206,275,115,154,206,147,0,0,326370,476231,5,0
06-27 13:32:12.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 360000,1021,799,543,191,191,303,96,166,191,139,0,0,314552,515995,4,0
06-27 13:32:12.428 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 360001,1596,1018,397,466,466,153,267,39,466,360,0,0,574536,412858,4,0
06-27 13:32:12.439 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 360000,1038,771,566,191,191,288,90,145,191,147,0,0,338766,470506,3,0
06-27 13:32:12.447 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 360000,1848,1206,486,550,550,234,262,25,550,397,0,0,785351,518307,3,0
06-27 13:32:12.456 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 360001,1805,1177,552,506,506,238,241,57,506,376,0,0,746326,510011,3,0
06-27 13:32:12.464 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 360001,1304,882,584,299,299,264,122,128,299,191,0,0,516060,472091,5,0
06-27 13:32:12.471 30478-31457/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 360000,1744,1156,655,463,463,289,163,91,463,313,0,0,851991,529543,6,0
06-27 13:32:12.480 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 360000,872,675,297,210,210,183,155,101,210,181,0,0,246134,398112,4,0
06-27 13:32:12.487 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 360001,1032,788,454,213,213,248,152,132,213,195,0,0,313701,486116,4,0
06-27 13:32:12.495 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 360001,1805,1215,517,525,525,253,238,89,525,348,0,0,724663,524356,3,0
06-27 13:32:12.500 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 360000,1850,1191,609,512,512,262,217,63,512,354,0,0,888935,516799,4,0
06-27 13:32:12.507 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 360000,981,744,491,212,212,276,66,155,212,101,0,0,318921,454760,3,0
06-27 13:32:12.513 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 360001,640,546,403,92,92,240,53,143,92,71,0,0,153821,408893,5,0
06-27 13:32:12.521 30478-31008/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 360001,1011,753,462,225,225,254,99,137,225,137,0,0,335791,458962,4,0
06-27 13:32:12.527 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 360001,1282,965,548,293,293,307,148,125,293,240,0,0,494197,552051,2,0
06-27 13:32:12.533 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 360000,1137,880,548,220,220,298,149,146,220,216,0,0,368967,530837,3,0
06-27 13:32:12.541 30478-31384/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 360001,1132,827,462,275,275,242,120,124,275,186,0,0,408270,449577,4,0
06-27 13:32:12.550 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 360001,653,578,444,79,79,265,51,163,79,71,0,0,146963,428641,2,0
06-27 13:32:12.557 30478-31297/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 360001,939,737,479,181,181,270,98,158,181,128,0,0,279001,474507,4,0
06-27 13:32:12.564 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 360001,740,574,360,145,145,207,90,113,145,109,0,0,193921,399718,3,0
06-27 13:32:22.243 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 370001,1346,920,540,309,309,259,188,75,309,277,0,0,512495,495202,2,0
06-27 13:32:22.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 370002,1486,967,532,405,405,239,144,72,405,251,0,0,602367,474033,2,1
06-27 13:32:22.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 370001,863,639,440,172,172,231,79,137,172,99,0,0,258795,410384,3,0
06-27 13:32:22.394 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 370001,1092,735,395,296,296,200,105,96,296,143,0,0,373127,394518,4,0
06-27 13:32:22.409 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 370001,1029,794,492,209,209,279,119,154,209,152,0,0,330434,485495,4,1
06-27 13:32:22.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 370000,1033,806,551,193,193,307,96,167,193,139,0,0,316822,522048,3,0
06-27 13:32:22.428 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 370001,1607,1020,406,467,467,154,267,39,467,360,0,0,576454,416133,4,0
06-27 13:32:22.438 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 370000,1057,786,570,197,197,291,93,148,197,150,0,0,343705,477056,2,0
06-27 13:32:22.448 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 370000,1859,1216,488,555,555,237,264,25,552,399,0,0,787910,524137,1,0
06-27 13:32:22.456 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 370001,1818,1186,558,509,509,242,242,58,509,377,0,0,749348,515175,3,0
06-27 13:32:22.464 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 370001,1323,890,594,302,302,266,125,128,302,194,0,0,519953,476293,5,0
06-27 13:32:22.471 30478-31457/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 370000,1771,1166,669,469,469,291,164,91,469,315,0,0,860421,537021,6,0
06-27 13:32:22.480 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 370000,896,690,305,216,216,184,159,104,216,186,0,0,253053,403498,4,0
06-27 13:32:22.488 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 370002,1041,792,462,213,213,250,153,133,213,196,0,0,314747,490732,4,0
06-27 13:32:22.495 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 370001,1818,1221,523,528,528,255,239,89,528,349,0,0,727373,529090,3,0
06-27 13:32:22.500 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 370000,1860,1194,617,513,513,264,217,63,513,354,0,0,890733,522141,4,0
06-27 13:32:22.507 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 370000,998,756,497,217,217,279,67,156,217,104,0,0,323765,460979,3,0
06-27 13:32:22.513 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 370001,655,553,413,94,94,244,54,143,94,72,0,0,156717,415362,5,0
06-27 13:32:22.521 30478-31008/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 370001,1024,756,471,227,227,255,99,137,227,137,0,0,338259,461270,3,0
06-27 13:32:22.527 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 370001,1296,974,552,297,297,309,150,125,297,243,0,0,497677,556287,2,0
06-27 13:32:22.532 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 370000,1143,885,551,221,221,300,150,147,221,217,0,0,370218,536479,3,0
06-27 13:32:22.541 30478-31384/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 370001,1153,842,470,280,280,247,123,125,280,190,0,0,413809,457639,4,0
06-27 13:32:22.550 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 370001,659,581,448,80,80,267,51,163,80,71,0,0,148069,430416,2,0
06-27 13:32:22.557 30478-31297/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 370001,948,739,486,182,182,271,98,158,182,128,0,0,280500,476703,3,0
06-27 13:32:22.564 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 370000,755,584,366,148,148,210,93,114,148,112,0,0,197301,406129,3,0
06-27 13:32:32.243 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 380001,1350,927,542,310,310,263,189,75,309,279,0,0,513197,501705,1,0
06-27 13:32:32.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 380002,1503,977,537,411,411,242,144,73,411,251,0,0,606913,478760,2,0
06-27 13:32:32.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 380001,878,645,447,176,176,233,79,137,176,99,0,0,262786,414969,2,1
06-27 13:32:32.394 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 380001,1116,751,403,301,301,203,111,97,301,150,0,0,378820,401507,4,0
06-27 13:32:32.409 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 380001,1037,798,500,209,209,281,119,156,209,152,0,0,331338,489375,3,0
06-27 13:32:32.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 380000,1040,810,557,193,193,309,97,168,193,140,0,0,317633,525152,3,0
06-27 13:32:32.429 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 380002,1633,1033,414,475,475,156,269,40,475,362,0,0,584403,421674,4,0
06-27 13:32:32.439 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 380000,1062,794,573,198,198,296,93,150,198,150,0,0,344728,481485,2,0
06-27 13:32:32.447 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 380000,1865,1220,492,556,556,239,265,25,552,400,0,0,788741,529644,1,0
06-27 13:32:32.458 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 380002,1828,1190,567,509,509,244,243,58,509,379,0,0,750498,521989,2,0
06-27 13:32:32.464 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 380001,1341,898,604,305,305,268,127,129,305,196,0,0,523806,482470,4,0
06-27 13:32:32.471 30478-31457/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 380000,1785,1170,682,469,469,293,165,91,469,317,0,0,862037,540342,6,0
06-27 13:32:32.480 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 380000,926,710,313,222,222,187,169,105,222,196,0,0,260783,413772,4,0
06-27 13:32:32.487 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 380001,1054,797,470,215,215,251,154,133,215,198,0,0,317450,494565,4,0
06-27 13:32:32.495 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 380001,1835,1232,529,532,532,259,242,89,532,352,0,0,731572,535362,3,0
06-27 13:32:32.500 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 380000,1876,1205,624,516,516,268,220,63,516,358,0,0,894042,528596,4,0
06-27 13:32:32.507 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 380000,1015,768,503,221,221,282,70,158,221,107,0,0,328054,466961,3,0
06-27 13:32:32.513 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 380001,667,558,423,95,95,247,54,144,95,72,0,0,158776,420647,5,0
06-27 13:32:32.521 30478-31008/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 380000,1044,766,477,233,233,256,101,137,233,140,0,0,343888,465803,3,0
06-27 13:32:32.527 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 380001,1300,975,556,297,297,310,150,125,297,243,0,0,498133,559449,2,0
06-27 13:32:32.532 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 380000,1157,895,557,223,223,303,154,148,223,221,0,0,372979,543634,3,0
06-27 13:32:32.541 30478-31384/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 380001,1169,852,477,283,283,251,126,125,283,193,0,0,417187,464377,3,0
06-27 13:32:32.550 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 380001,667,585,452,82,82,269,51,163,82,71,0,0,149848,435874,2,0
06-27 13:32:32.564 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 380000,768,589,372,151,151,211,94,114,151,113,0,0,200524,409852,3,0
06-27 13:32:32.569 30478-31297/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 380013,962,746,492,185,185,273,100,158,185,130,0,0,283866,481645,3,0
06-27 13:32:42.243 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 390001,1357,935,544,314,314,266,190,75,309,280,0,0,514524,506944,1,0
06-27 13:32:42.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 390002,1519,990,541,416,416,245,146,76,416,253,0,0,610952,483676,2,0
06-27 13:32:42.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 390001,894,657,450,181,181,235,82,139,181,102,0,0,266985,420522,2,2
06-27 13:32:42.394 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 390001,1130,757,410,304,304,205,112,97,304,151,0,0,382171,406351,3,0
06-27 13:32:42.409 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 390001,1055,813,506,212,212,284,125,159,212,158,0,0,335209,496113,3,0
06-27 13:32:42.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 390000,1054,819,563,196,196,312,99,168,196,143,0,0,320887,531329,3,0
06-27 13:32:42.428 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 390001,1652,1042,422,479,479,158,272,40,479,365,0,0,589263,426682,4,0
06-27 13:32:42.438 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 390000,1075,803,578,201,201,299,95,151,201,152,0,0,347515,487016,2,0
06-27 13:32:42.447 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 390000,1875,1227,496,559,559,240,268,25,552,403,0,0,790622,532784,1,0
06-27 13:32:42.456 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 390001,1841,1197,572,513,513,246,243,58,513,380,0,0,753366,526903,2,0
06-27 13:32:42.465 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 390002,1353,905,612,306,306,272,129,129,306,198,0,0,525876,488331,4,0
06-27 13:32:42.471 30478-31457/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 390000,1822,1190,694,480,480,297,168,92,480,321,0,0,875844,547393,6,0
06-27 13:32:42.480 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 390000,946,721,321,227,227,190,171,106,227,198,0,0,266504,419733,4,0
06-27 13:32:42.487 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 390001,1073,806,478,220,220,253,155,134,220,199,0,0,322609,501802,4,0
06-27 13:32:42.495 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 390001,1853,1240,537,536,536,261,244,89,536,354,0,0,735858,540130,3,0
